,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
2141,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
2142,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
2143,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.86,115.9,143.0,Asia/Shanghai
2144,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.82,-39.03,15.0,America/Fortaleza
2145,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39,113.3,50.0,Asia/Shanghai
2146,Marseille Provence Airport,Marseille,France,MRS,LFML,43.44,5.22,74.0,Europe/Paris
2147,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93,-15.39,78.0,Atlantic/Canary
2148,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51,126.49,118.0,Asia/Seoul
2149,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.28,28.75,325.0,
2150,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
2151,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.72,-86.29,797.0,America/New_York
2152,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.44,-46.47,2459.0,America/Sao_Paulo
2153,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.8100000000000005,-75.74,4416.0,America/Bogota
2154,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
2155,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.78,141.69,82.0,Asia/Tokyo
2156,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.44,-66.0,9.0,America/Puerto_Rico
2157,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.93,-57.57,72.0,America/Buenos_Aires
2158,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809.0,America/Chicago
2159,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
2160,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
2161,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.27,-61.53,36.0,America/Guadeloupe
2162,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
2163,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.22,-75.59,4949.0,America/Bogota
2164,Munich Airport,Munich,Germany,MUC,EDDM,48.35,11.79,1487.0,Europe/Berlin
2165,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.17,-85.74,501.0,America/New_York
2166,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.61,108.17,421.0,Asia/Shanghai
2167,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
2168,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
2169,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.8100000000000005,-75.74,4416.0,America/Bogota
2170,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.17,20.97,362.0,Europe/Warsaw
2171,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411.0,Europe/Paris
2172,Miami International Airport,Miami,United States,MIA,KMIA,25.79,-80.29,8.0,America/New_York
2173,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.88,5.64,29.0,Europe/Oslo
2174,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
2175,Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.63,1.3599999999999999,499.0,Europe/Paris
2176,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.47,-54.67,1833.0,America/Campo_Grande
2177,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
2178,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.38,18.47,489.0,Europe/Warsaw
2179,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.47,-0.46,83.0,Europe/London
2180,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
2181,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.07,-80.15,9.0,America/New_York
2182,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.46,10.92,56.0,Europe/Oslo
2183,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11,16.57,600.0,Europe/Vienna
2184,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
2185,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
2186,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.88,5.64,29.0,Europe/Oslo
2187,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK,19.93,110.46,75.0,Asia/Shanghai
2188,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1,102.93,6903.0,Asia/Shanghai
2189,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33,-51.13,1867.0,America/Sao_Paulo
2190,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.05,-51.07,56.0,America/Fortaleza
2191,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.31,113.92,28.0,Asia/Hong_Kong
2192,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14,121.81,13.0,Asia/Shanghai
2193,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.04,-16.57,209.0,Atlantic/Canary
2194,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.44,-99.07,7316.0,America/Mexico_City
2195,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12,117.35,10.0,Asia/Shanghai
2196,El Loa Airport,Calama,Chile,CJC,SCCF,-22.5,-68.9,7543.0,America/Santiago
2197,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65,18.0,America/Sao_Paulo
2198,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1,102.93,6903.0,Asia/Shanghai
2199,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27.0,America/Los_Angeles
2200,Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS,17.23,78.43,2024.0,
2201,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.18,-76.67,146.0,America/New_York
2202,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
2203,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25,55.36,62.0,Asia/Dubai
2204,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.9,29.31,312.0,Europe/Istanbul
2205,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
2206,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.47,-54.67,1833.0,America/Campo_Grande
2207,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.82,20.31,335.0,Europe/Belgrade
2208,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
2209,Ontario International Airport,Ontario,United States,ONT,KONT,34.06,-117.6,944.0,America/Los_Angeles
2210,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
2211,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
2212,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.48,-16.34,2076.0,Atlantic/Canary
2213,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.69,9.22,1276.0,Europe/Berlin
2214,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.06,-42.82,219.0,America/Fortaleza
2215,Palonegro Airport,Bucaramanga,Colombia,BGA,SKBG,7.13,-73.18,3897.0,America/Bogota
2216,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,41.79,-87.75,620.0,America/Chicago
2217,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49,-81.69,30.0,America/New_York
2218,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT,27.7,85.36,4390.0,Asia/Katmandu
2219,Henri Coandă International Airport,Bucharest,Romania,OTP,LROP,44.57,26.09,314.0,Europe/Bucharest
2220,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.15,-1.6099999999999999,90.0,Europe/Paris
2221,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.91,120.85,0.0,Asia/Shanghai
2222,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.77,-35.38,272.0,America/Fortaleza
2223,Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.74,60.8,764.0,Asia/Yekaterinburg
2224,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
2225,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.0,-70.85,139.0,America/Santiago
2226,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
2227,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.54,106.8,3736.0,Asia/Shanghai
2228,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.82,-58.54,67.0,America/Buenos_Aires
2229,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.69,51.31,3962.0,Asia/Tehran
2230,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.21,-83.35,645.0,America/New_York
2231,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.82,-39.03,15.0,America/Fortaleza
2232,Hamad International Airport,Doha,Qatar,DOH,OTHH,25.27,51.61,13.0,
2233,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
2234,,,,,,,,,
2235,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.0,-70.85,139.0,America/Santiago
2236,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
2237,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93,-15.39,78.0,Atlantic/Canary
2238,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
2239,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477.0,America/Halifax
2240,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
2241,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,56.17,92.49,942.0,Asia/Krasnoyarsk
2242,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.7,23.41,1742.0,Europe/Sofia
2243,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
2244,Zhuhai Jinwan Airport,Zhuhai,China,ZUH,ZGSD,22.01,113.38,23.0,Asia/Shanghai
2245,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.31,4.76,-11.0,Europe/Amsterdam
2246,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
2247,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ,24.8,118.59,0.0,Asia/Shanghai
2248,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.45,108.75,1572.0,Asia/Shanghai
2249,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.13,106.66,34.0,Asia/Jakarta
2250,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.14,-47.78,1806.0,America/Sao_Paulo
2251,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.87,-47.92,3497.0,America/Sao_Paulo
2252,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
2253,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.54,-70.18,155.0,America/Santiago
2254,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
2255,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
2256,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9,4.48,184.0,Europe/Brussels
2257,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
2258,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9,4.48,184.0,Europe/Brussels
2259,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,-13.54,-71.94,10860.0,America/Lima
2260,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.68,100.25,0.0,Asia/Shanghai
2261,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
2262,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
2263,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.04,-16.57,209.0,Atlantic/Canary
2264,Paris-Orly Airport,Paris,France,ORY,LFPO,48.72,2.38,291.0,Europe/Paris
2265,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
2266,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
2267,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.88,-48.23,3094.0,America/Sao_Paulo
2268,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
2269,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.78,-9.14,374.0,Europe/Lisbon
2270,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.55,116.5,0.0,Asia/Shanghai
2271,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
2272,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
2273,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.12,11.05,681.0,Europe/Oslo
2274,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
2275,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
2276,Los Garzones Airport,Monteria,Colombia,MTR,SKMR,8.82,-75.83,36.0,America/Bogota
2277,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32,-157.92,13.0,Pacific/Honolulu
2278,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.55,139.78,35.0,Asia/Tokyo
2279,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.84,-56.03,105.0,America/Montevideo
2280,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
2281,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.91,100.61,9.0,Asia/Bangkok
2282,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.51,-68.19,13355.0,America/La_Paz
2283,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
2284,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
2285,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.87,-47.92,3497.0,America/Sao_Paulo
2286,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.58,103.95,1625.0,Asia/Shanghai
2287,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.08,121.23,106.0,Asia/Taipei
2288,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26.0,America/New_York
2289,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
2290,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.44,-99.07,7316.0,America/Mexico_City
2291,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11,-114.02,3557.0,America/Edmonton
2292,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
2293,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
2294,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
2295,Faro Airport,Faro,Portugal,FAO,LPFR,37.01,-7.97,24.0,Europe/Lisbon
2296,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.84,90.4,30.0,Asia/Dhaka
2297,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
2298,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
2299,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
2300,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,18.04,-63.11,13.0,America/Curacao
2301,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.59,-44.23,178.0,America/Fortaleza
2302,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.47,-0.46,83.0,Europe/London
2303,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.32,24.96,179.0,Europe/Helsinki
2304,London Stansted Airport,London,United Kingdom,STN,EGSS,51.88,0.23,348.0,Europe/London
2305,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.22,110.04,570.0,Asia/Shanghai
2306,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD,-8.75,115.17,14.0,Asia/Makassar
2307,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65,18.0,America/Sao_Paulo
2308,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.52,103.62,6388.0,Asia/Shanghai
2309,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
2310,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.99,-22.61,171.0,Atlantic/Reykjavik
2311,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
2312,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
2313,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95,-3.37,135.0,Europe/London
2314,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.15,-1.6099999999999999,90.0,Europe/Paris
2315,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.78,114.21,113.0,Asia/Shanghai
2316,Ufa International Airport,Ufa,Russia,UFA,UWUU,54.56,55.87,449.0,Asia/Yekaterinburg
2317,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD,-8.75,115.17,14.0,Asia/Makassar
2318,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
2319,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.08,72.63,189.0,Asia/Calcutta
2320,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.8,130.72,906.0,Asia/Tokyo
2321,,,,,,,,,
2322,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.5,50.16,477.0,Europe/Samara
2323,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.52,22.97,22.0,Europe/Athens
2324,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.51,-68.19,13355.0,America/La_Paz
2325,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341.0,America/Chicago
2326,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.88,-78.79,435.0,America/New_York
2327,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.75,-90.37,618.0,America/Chicago
2328,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65,18.0,America/Sao_Paulo
2329,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
2330,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
2331,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.99,-51.17,11.0,America/Sao_Paulo
2332,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
2333,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,LHBP,47.43,19.26,495.0,Europe/Budapest
2334,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.28,28.75,325.0,
2335,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.79,-67.47,189.0,America/Catamarca
2336,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
2337,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.18,128.94,6.0,Asia/Seoul
2338,Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,-15.47,-70.16,12552.0,America/Lima
2339,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
2340,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
2341,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.73,-62.17,246.0,America/Buenos_Aires
2342,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
2343,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.66,12.28,506.0,Europe/Stockholm
2344,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
2345,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
2346,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
2347,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
2348,Taiping Airport,Harbin,China,HRB,ZYHB,45.62,126.25,457.0,Asia/Shanghai
2349,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.82,20.31,335.0,Europe/Belgrade
2350,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.46,8.55,1416.0,Europe/Zurich
2351,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
2352,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
2353,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
2354,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01,82.65,365.0,Asia/Krasnoyarsk
2355,Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,SPUR,-5.21,-80.62,120.0,America/Lima
2356,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.9,-62.84,49.0,
2357,,,,,,,,,
