,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
3529,Cochin International Airport,Kochi,India,COK,VOCI,10.15,76.4,30.0,Asia/Calcutta
3530,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01,82.65,365.0,Asia/Krasnoyarsk
3531,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17,-150.0,152.0,America/Anchorage
3532,Liuting Airport,Qingdao,China,TAO,ZSQD,36.27,120.37,33.0,Asia/Shanghai
3533,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
3534,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.91,100.61,9.0,Asia/Bangkok
3535,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96.0,America/New_York
3536,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.75,-90.37,618.0,America/Chicago
3537,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
3538,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.64,-84.43,1026.0,America/New_York
3539,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.38,18.47,489.0,Europe/Warsaw
3540,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
3541,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.52,103.62,6388.0,Asia/Shanghai
3542,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.83,-0.72,162.0,Europe/Paris
3543,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
3544,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.58,-81.71,19.0,America/Bogota
3545,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
3546,La Araucanía Airport,Temuco,Chile,ZCO,SCQP,-38.93,-72.65,333.0,
3547,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
3548,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
3549,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
3550,Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,44.23,43.08,1054.0,Europe/Moscow
3551,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.82,106.65,33.0,Asia/Saigon
3552,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.27,116.89,12.0,Asia/Makassar
3553,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.27,-61.53,36.0,America/Guadeloupe
3554,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.6,-54.49,786.0,America/Sao_Paulo
3555,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.63,25.29,648.0,Europe/Vilnius
3556,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.59,-44.23,178.0,America/Fortaleza
3557,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.95,-87.9,723.0,America/Chicago
3558,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.56,-116.22,2871.0,America/Denver
3559,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63,9.99,53.0,Europe/Berlin
3560,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.48,-16.34,2076.0,Atlantic/Canary
3561,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
3562,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
3563,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.52,113.84,495.0,Asia/Shanghai
3564,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47,-73.74,118.0,America/Toronto
3565,Faro Airport,Faro,Portugal,FAO,LPFR,37.01,-7.97,24.0,Europe/Lisbon
3566,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.84,-56.03,105.0,America/Montevideo
3567,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.65,-56.12,617.0,America/Campo_Grande
3568,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,-13.54,-71.94,10860.0,America/Lima
3569,Kahului Airport,Kahului,United States,OGG,PHOG,20.9,-156.43,54.0,Pacific/Honolulu
3570,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,SCEL,-33.39,-70.79,1555.0,America/Santiago
3571,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
3572,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,PMV,SVMG,10.91,-63.97,74.0,America/Caracas
3573,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
3574,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672.0,America/Chicago
3575,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.54,-116.97,489.0,America/Tijuana
3576,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,-9.36,-40.57,1263.0,America/Fortaleza
3577,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33,-51.13,1867.0,America/Sao_Paulo
3578,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
3579,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
3580,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
3581,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95,-3.37,135.0,Europe/London
3582,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.56,-116.22,2871.0,America/Denver
3583,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,56.17,92.49,942.0,Asia/Krasnoyarsk
3584,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
3585,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.44,-99.07,7316.0,America/Mexico_City
3586,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.84,-56.03,105.0,America/Montevideo
3587,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.84,-65.1,1493.0,America/Argentina/Tucuman
3588,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
3589,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.46,10.92,56.0,Europe/Oslo
3590,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
3591,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17,-150.0,152.0,America/Anchorage
3592,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.42,-6.27,242.0,Europe/Dublin
3593,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.83,-68.79,2310.0,America/Mendoza
3594,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32,-157.92,13.0,Pacific/Honolulu
3595,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.13,106.66,34.0,Asia/Jakarta
3596,,,,,,,,,
3597,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76,140.39,141.0,Asia/Tokyo
3598,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
3599,Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,44.23,43.08,1054.0,Europe/Moscow
3600,,,,,,,,,
3601,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.75,112.63,2575.0,Asia/Shanghai
3602,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.48,-16.34,2076.0,Atlantic/Canary
3603,Dabolim Airport,Goa,India,GOI,VAGO,15.38,73.83,150.0,Asia/Calcutta
3604,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.54,-88.31,15.0,America/Belize
3605,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672.0,America/Chicago
3606,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68,-80.1,19.0,America/New_York
3607,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15,-109.72,374.0,America/Mazatlan
3608,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.55,139.78,35.0,Asia/Tokyo
3609,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51,126.49,118.0,Asia/Seoul
3610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.13,-34.92,33.0,America/Fortaleza
3611,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.63,8.73,768.0,Europe/Rome
3612,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.32,24.96,179.0,Europe/Helsinki
3613,Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,-15.47,-70.16,12552.0,America/Lima
3614,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.45,108.75,1572.0,Asia/Shanghai
3615,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.3,2.08,12.0,Europe/Madrid
3616,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
3617,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.45,-122.31,433.0,America/Los_Angeles
3618,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.08,72.63,189.0,Asia/Calcutta
3619,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.51,12.35,7.0,Europe/Rome
3620,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.18,128.94,6.0,Asia/Seoul
3621,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
3622,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.85,-77.04,15.0,America/New_York
3623,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
3624,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.14,-47.78,1806.0,America/Sao_Paulo
3625,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.3,2.08,12.0,Europe/Madrid
3626,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.48,-52.01,1788.0,America/Sao_Paulo
3627,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96.0,America/New_York
3628,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.41,37.91,588.0,Europe/Moscow
3629,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.55,116.5,0.0,Asia/Shanghai
3630,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.28,-72.05,669.0,America/Argentina/Rio_Gallegos
3631,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
3632,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
3633,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.27,116.89,12.0,Asia/Makassar
3634,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC,18.77,98.96,1036.0,Asia/Bangkok
3635,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
3636,Václav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.1,14.26,1247.0,Europe/Prague
3637,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
3638,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
3639,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.28,-72.05,669.0,America/Argentina/Rio_Gallegos
3640,Nashville International Airport,Nashville,United States,BNA,KBNA,36.12,-86.68,599.0,America/Chicago
3641,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.31,123.98,31.0,Asia/Manila
3642,Denver International Airport,Denver,United States,DEN,KDEN,39.86,-104.67,5431.0,America/Denver
3643,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.56,-116.22,2871.0,America/Denver
3644,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
3645,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
3646,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.27,-61.53,36.0,America/Guadeloupe
3647,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26.0,America/New_York
3648,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
3649,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.54,-88.31,15.0,America/Belize
3650,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
3651,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809.0,America/Chicago
3652,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67,-4.5,53.0,Europe/Madrid
3653,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.54,106.8,3736.0,Asia/Shanghai
3654,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19,-123.18,14.0,America/Vancouver
3655,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
3656,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.22,105.81,39.0,Asia/Saigon
3657,Liuting Airport,Qingdao,China,TAO,ZSQD,36.27,120.37,33.0,Asia/Shanghai
3658,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
3659,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.08,121.23,106.0,Asia/Taipei
3660,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
3661,,,,,,,,,
3662,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
3663,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,18.04,-63.11,13.0,America/Curacao
3664,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,44.88,-93.22,841.0,America/Chicago
3665,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.73,5.08,821.0,Europe/Paris
3666,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353.0,Europe/Rome
3667,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
3668,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
3669,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.62,12.66,17.0,Europe/Copenhagen
3670,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.68,-79.63,569.0,America/Toronto
3671,Miami International Airport,Miami,United States,MIA,KMIA,25.79,-80.29,8.0,America/New_York
3672,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341.0,America/Chicago
3673,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74,118.86,49.0,Asia/Shanghai
3674,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43,54.65,88.0,Asia/Dubai
3675,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
3676,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
3677,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.65,88.45,16.0,Asia/Calcutta
3678,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.48,-52.01,1788.0,America/Sao_Paulo
3679,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03,39.17,118.0,Europe/Moscow
3680,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477.0,America/Halifax
3681,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
3682,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
3683,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809.0,America/Chicago
3684,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.75,112.63,2575.0,Asia/Shanghai
3685,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
3686,Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,14.51,121.02,75.0,Asia/Manila
3687,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39,113.3,50.0,Asia/Shanghai
3688,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
3689,Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.87,1.37,24.0,Europe/Madrid
3690,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
3691,Naples International Airport,Naples,Italy,NAP,LIRN,40.89,14.29,294.0,Europe/Rome
3692,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
3693,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.91,-38.32,64.0,America/Fortaleza
3694,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
3695,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
3696,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
3697,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,6.5,-58.25,95.0,America/Guyana
3698,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
3699,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
3700,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.22,105.81,39.0,Asia/Saigon
3701,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.64,-73.78,13.0,America/New_York
3702,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.68,100.25,0.0,Asia/Shanghai
3703,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47,-73.74,118.0,America/Toronto
3704,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
3705,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
3706,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
3707,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,LHBP,47.43,19.26,495.0,Europe/Budapest
3708,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,56.17,92.49,942.0,Asia/Krasnoyarsk
3709,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.56,13.29,122.0,Europe/Berlin
3710,Sochi International Airport,Sochi,Russia,AER,URSS,43.45,39.96,89.0,Europe/Moscow
3711,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.56,-116.22,2871.0,America/Denver
3712,Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.08,19.78,791.0,Europe/Warsaw
3713,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.54,-70.18,155.0,America/Santiago
3714,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.82,-39.03,15.0,America/Fortaleza
3715,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.17,-85.74,501.0,America/New_York
3716,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
3717,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,18.04,-63.11,13.0,America/Curacao
3718,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.52,-103.31,5016.0,America/Mexico_City
3719,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
3720,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33,-51.13,1867.0,America/Sao_Paulo
3721,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.59,-44.23,178.0,America/Fortaleza
3722,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.46,10.92,56.0,Europe/Oslo
3723,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.13,-78.36,7841.0,America/Guayaquil
3724,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
3725,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
3726,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.13,106.66,34.0,Asia/Jakarta
3727,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
3728,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.17,-85.74,501.0,America/New_York
3729,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.64,123.48,198.0,Asia/Shanghai
3730,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.13,-34.92,33.0,America/Fortaleza
3731,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54,-76.38,3162.0,America/Bogota
3732,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
3733,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
3734,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
3735,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.0,-70.85,139.0,America/Santiago
3736,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59,58.28,48.0,Asia/Muscat
3737,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32,-75.67,374.0,America/Toronto
3738,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.87,-47.92,3497.0,America/Sao_Paulo
3739,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.29,6.77,147.0,Europe/Berlin
3740,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49,-80.23,1203.0,America/New_York
3741,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.44,-73.09,294.0,America/Santiago
3742,San Diego International Airport,San Diego,United States,SAN,KSAN,32.73,-117.19,17.0,America/Los_Angeles
3743,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.88,-78.79,435.0,America/New_York
3744,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.52,113.84,495.0,Asia/Shanghai
3745,Paris-Orly Airport,Paris,France,ORY,LFPO,48.72,2.38,291.0,Europe/Paris
3746,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.15,-0.19,202.0,Europe/London
3747,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
3748,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,41.25,-8.68,228.0,Europe/Lisbon
3749,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
3750,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
3751,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88,28.03,670.0,Europe/Minsk
3752,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.36,-121.93,62.0,America/Los_Angeles
3753,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
3754,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
3755,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
3756,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.41,19.72,126.0,Europe/Tirane
3757,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.41,-81.85,791.0,America/New_York
3758,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
3759,Lihue Airport,Lihue,United States,LIH,PHLI,21.98,-159.34,153.0,Pacific/Honolulu
3760,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.28,-72.05,669.0,America/Argentina/Rio_Gallegos
3761,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
3762,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
3763,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.65,88.45,16.0,Asia/Calcutta
3764,Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.02,-77.11,113.0,America/Lima
3765,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.93,-57.57,72.0,America/Buenos_Aires
3766,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
3767,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.27,116.89,12.0,Asia/Makassar
3768,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
3769,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.82,106.65,33.0,Asia/Saigon
3770,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.22,110.04,570.0,Asia/Shanghai
3771,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.9,30.8,177.0,Europe/Istanbul
